"text","transcription",lang,text2,transcription2,lang2,"translation","category","partOfSpeech"
"statement","[ˈsteɪtmənt]",,,,,"заявление","Общение","Существительные"
"conference","[ˈkɒnfərəns]",,,,,"конференция","Общение","Существительные"
"detail","[ˈdiːteɪl]",,,,,"деталь (подробность)","Общение","Существительные"
"comment","[ˈkɒmɛnt]",,,,,"комментарий","Общение","Существительные"
"advice","[ədˈvaɪs]",,,,,"советы, совет","Общение","Существительные"
"theme","[θiːm]",,topic,[ˈtɒpɪk],,"тема","Общение","Существительные"
"appeal","[əˈpiːl]",,,,,"обращение","Общение","Существительные"
"secret","[ˈsiːkrɪt]",,,,,"секрет","Общение","Существительные"
"tip","[tɪp]",,,,,"совет","Общение","Существительные"
"tone","[təʊn]",,,,,"тон","Общение","Существительные"
"promise","[ˈprɒmɪs]",,,,,"обещание","Общение","Существительные"
"sentence","[ˈsɛntəns] ",,,,,"предложение (лингв.)","Общение","Существительные"
"explanation","[ˌɛkspləˈneɪʃən]",,,,,"объяснение","Общение","Существительные"
"alternative","[ɔːlˈtɜːnətɪv]",,,,,"альтернатива","Общение","Существительные"
"interaction","[ˌɪntərˈækʃən]",,,,,"взаимодействие","Общение","Существительные"
"warning","[ˈwɔːnɪŋ]",,,,,"предупреждение","Общение","Существительные"
"description","[dɪsˈkrɪpʃən]",,,,,"описание","Общение","Существительные"
"exposure","[ɪksˈpəʊʒə]",of a secret,,,,"раскрытие (чего-то тайного)","Общение","Существительные"
"joke","[ʤəʊk]",,,,,"шутка","Общение","Существительные"
"negotiation","[nɪˌgəʊʃɪˈeɪʃən]",,,,,"переговоры","Общение","Существительные"
"involvement","[ɪnˈvɒlvmənt]",,,,,"участие (вовлеченность)","Общение","Существительные"
"emphasis","[ˈɛmfəsɪs]",,,,,"акцент (ударение) на что-то","Общение","Существительные"
"suggestion","[səˈʤɛsʧən]",,,,,"предложение (т.е. предложить что-то)","Общение","Существительные"
"approval","[əˈpruːvəl]",,,,,"подтверждение","Общение","Существительные"
"phrase","[freɪz]",,,,,"фраза","Общение","Существительные"
"dispute","[dɪsˈpjuːt]",,,,,"спор","Общение","Существительные"
"dialogue","[ˈdaɪəlɒg]",,,,,"диалог","Общение","Существительные"
"lie","[laɪ]",,,,,"ложь","Общение","Существительные"
"introduction","[ˌɪntrəˈdʌkʃən]",,,,,"введение, представление (при знакомстве)","Общение","Существительные"
"representation","[ˌrɛprɪzɛnˈteɪʃən]",,,,,"представление, представительство","Общение","Существительные"
"instance","[ˈɪnstəns]",,,,,"пример","Общение","Существительные"
"letter","[ˈlɛtə]",,,,,"письмо","Общение","Существительные"
"response","[rɪsˈpɒns]",,,,,"ответ","Общение","Существительные"
"answer","[ˈɑːnsə]",,,,,"ответ","Общение","Существительные"
"talk","[tɔːk]",,,,,"обсуждение (разговор)","Общение","Существительные"
"discussion","[dɪsˈkʌʃən]",,,,,"обсуждение","Общение","Существительные"
"debate","[dɪˈbeɪt]",,,,,"дебаты","Общение","Существительные"
"conversation","[ˌkɒnvəˈseɪʃən]",,,,,"разговор","Общение","Существительные"
"argument","[ˈɑːgjʊmənt]",,,,,"аргумент","Общение","Существительные"
"exchange","[ɪksˈʧeɪnʤ]",,,,,"обмен","Общение","Существительные"
"expression","[ɪksˈprɛʃən]",,,,,"выражение","Общение","Существительные"
"abuse","[əˈbjuːs]",,,,,"плохое отношение, причинение вреда","Общение","Существительные"
"study","[ˈstʌdi]",,,,,"изучение (исследование)","Учеба","Существительные"
"campus","[ˈkæmpəs]",,,,,"кампус","Учеба","Существительные"
"curriculum","[kəˈrɪkjʊləm]",,,,,"учебный план","Учеба","Существительные"
"laboratory","[ləˈbɒrətəri]",,lab,[læb],,"лаборатория","Учеба","Существительные"
"graduate","[ˈgrædjʊət]",,,,,"выпускник","Учеба","Существительные"
"mark","[mɑːk]",US,grade,[greɪd],UK,"оценка, отметка","Учеба","Существительные"
"library","[ˈlaɪbrəri]",,,,,"библиотека","Учеба","Существительные"
"discipline","[ˈdɪsɪplɪn]",,,,,"дисциплина","Учеба","Существительные"
"major","[ˈmeɪʤə]",,,,,"специальность (в учебе)","Учеба","Существительные"
"educator","[ˈɛdju(ː)keɪtə]",,,,,"педагог","Учеба","Существительные"
"testing","[ˈtɛstɪŋ]",,,,,"тестирование","Учеба","Существительные"
"specialist","[ˈspɛʃəlɪst]",,,,,"специалист","Учеба","Существительные"
"teacher","[ˈtiːʧə]",,,,,"учитель","Учеба","Существительные"
"professor","[prəˈfɛsə]",,,,,"профессор","Учеба","Существительные"
"school","[skuːl]",,,,,"школа","Учеба","Существительные"
"student","[ˈstjuːdənt]",,,,,"студент","Учеба","Существительные"
"history","[ˈhɪstəri]",,,,,"история","Учеба","Существительные"
"education","[ˌɛdju(ː)ˈkeɪʃən]",,,,,"образование","Учеба","Существительные"
"college","[ˈkɒlɪʤ]",,,,,"колледж","Учеба","Существительные"
"class","[klɑːs]",,,,,"класс, урок","Учеба","Существительные"
"test","[tɛst]",,,,,"тест","Учеба","Существительные"
"degree","[dɪˈgriː]",,,,,"степень (в т.ч. ученая степень)","Учеба","Существительные"
"training","[ˈtreɪnɪŋ]",,,,,"обучение","Учеба","Существительные"
"knowledge","[ˈnɒlɪʤ]",,,,,"знание","Учеба","Существительные"
"coach","[kəʊʧ] ",,,,,"тренер","Учеба","Существительные"
"university","[ˌjuːnɪˈvɜːsɪti]",,,,,"университет","Учеба","Существительные"
"lesson","[ˈlɛsn]",,,,,"урок","Учеба","Существительные"
"failure","[ˈfeɪljə]",,,,,"неудача","Учеба","Существительные"
"learning","[ˈlɜːnɪŋ]",,,,,"изучение, процесс учебы","Учеба","Существительные"
"classroom","[ˈklɑːsrʊm]",,,,,"класс (помещение)","Учеба","Существительные"
"session","[ˈsɛʃən]",,,,,"сеанс, период работы, деятельности, учебы","Учеба","Существительные"
"preparation","[ˌprɛpəˈreɪʃən]",,,,,"подготовка","Учеба","Существительные"
"draft","[drɑːft]",,,,,"набросок (черновик)","Учеба","Существительные"
"set","[sɛt]",,,,,"набор","Учеба","Существительные"
"research","[rɪˈsɜːʧ]",,,,,"исследование","Наука","Существительные"
"term","[tɜːm]",,,,,"термин","Наука","Существительные"
"professor","[prəˈfɛsə]",,,,,"профессор","Наука","Существительные"
"science","[ˈsaɪəns]",,,,,"наука (естественная)","Наука","Существительные"
"expert","[ˈɛkspɜːt]",,,,,"эксперт","Наука","Существительные"
"theory","[ˈθɪəri]",,,,,"теория","Наука","Существительные"
"method","[ˈmɛθəd]",,,,,"метод","Наука","Существительные"
"pattern","[ˈpætən]",,,,,"модель, схема","Наука","Существительные"
"scientist","[ˈsaɪəntɪst]",,,,,"ученый","Наука","Существительные"
"speech","[spiːʧ]",,,,,"речь","Наука","Существительные"
"concept","[ˈkɒnsɛpt]",,,,,"концепция, идея","Наука","Существительные"
"researcher","[rɪˈsɜːʧə]",,,,,"исследователь","Наука","Существительные"
"scale","[skeɪl]",,,,,"шкала","Наука","Существительные"
"survey","[ˈsɜːveɪ]",,,,,"опрос","Наука","Существительные"
"sample","[ˈsɑːmpl]",,,,,"образец","Наука","Существительные"
"technique","[tɛkˈniːk]",,,,,"техника (прием)","Наука","Существительные"
"principle","[ˈprɪnsəpl]",,,,,"принцип","Наука","Существительные"
"aspect","[ˈæspɛkt]",,,,,"аспект, сторона","Наука","Существительные"
"experiment","[ɪksˈpɛrɪmənt]",,,,,"эксперимент","Наука","Существительные"
"scholar","[ˈskɒlə]",,,,,"ученый (исследователь)","Наука","Существительные"
"observation","[ˌɒbzə(ː)ˈveɪʃən]",,,,,"наблюдение","Наука","Существительные"
"error","[ˈɛrə]",,,,,"ошибка","Наука","Существительные"
"discovery","[dɪsˈkʌvəri]",,,,,"открытие","Наука","Существительные"
"philosophy","[fɪˈlɒsəfi]",,,,,"философия","Наука","Существительные"
"phenomenon","[fɪˈnɒmɪnən]",,,,,"феномен, явление","Наука","Существительные"
"historian","[hɪsˈtɔːrɪən]",,,,,"историк","Наука","Существительные"
"origin","[ˈɒrɪʤɪn]",,,,,"происхождение","Наука","Существительные"
"satellite","[ˈsætəlaɪt]",,,,,"спутник","Наука","Существительные"
"telescope","[ˈtɛlɪskəʊp]",,,,,"телескоп","Наука","Существительные"
"object","[ˈɒbʤɪkt]",,,,,"объект","Наука","Существительные"
"government","[ˈgʌv(ə)nmənt]",,,,,"правительство","Государство и общество","Существительные"
"right","[raɪt]",,,,,"право","Государство и общество","Существительные"
"power","[ˈpaʊə]",,,,,"власть","Государство и общество","Существительные"
"member","[ˈmɛmbə]",,,,,"член","Государство и общество","Существительные"
"community","[kəˈmjuːnɪti]",,,,,"сообщество","Государство и общество","Существительные"
"president","[ˈprɛzɪdənt]",,,,,"президент","Государство и общество","Существительные"
"party","[ˈpɑːti]",,,,,"партия","Государство и общество","Существительные"
"leader","[ˈliːdə]",,,,,"лидер","Государство и общество","Существительные"
"official","[əˈfɪʃəl]",,,,,"официальное лицо","Государство и общество","Существительные"
"administration","[ədˌmɪnɪsˈtreɪʃ(ə)n]",,,,,"администрация","Государство и общество","Существительные"
"campaign","[kæmˈpeɪn]",,,,,"кампания","Государство и общество","Существительные"
"terrorism","[ˈtɛrərɪzm]",,,,,"терроризм","Государство и общество","Существительные"
"election","[ɪˈlɛkʃən]",,,,,"выборы","Государство и общество","Существительные"
"authority","[ɔːˈθɒrɪti]",,,,,"полномочия (власть)","Государство и общество","Существительные"
"peace","[piːs]",,,,,"мир (мирное время)","Государство и общество","Существительные"
"politics","[ˈpɒlɪtɪks]",,,,,"политика","Государство и общество","Существительные"
"candidate","[ˈkændɪdɪt]",,,,,"кандидат","Государство и общество","Существительные"
"institution","[ˌɪnstɪˈtjuːʃən]",,,,,"учреждение","Государство и общество","Существительные"
"vote","[vəʊt]",,,,,"голос (на выборах)","Государство и общество","Существительные"
"citizen","[ˈsɪtɪzn]",,,,,"гражданин","Государство и общество","Существительные"
"reform","[rɪˈfɔːm]",,,,,"реформа","Государство и общество","Существительные"
"act","[ækt]",,,,,"акт","Государство и общество","Существительные"
"freedom","[ˈfriːdəm]",,,,,"свобода","Государство и общество","Существительные"
"department","[dɪˈpɑːtmənt]",,,,,"департамент","Государство и общество","Существительные"
"crisis","[ˈkraɪsɪs]",,,,,"кризис","Государство и общество","Существительные"
"committee","[ˌkɒmɪˈtiː]",,,,,"комитет","Государство и общество","Существительные"
"voter","[ˈvəʊtə]",,,,,"избиратель","Государство и общество","Существительные"
"democracy","[dɪˈmɒkrəsi]",,,,,"демократия","Государство и общество","Существительные"
"poll","[pəʊl]",,,,,"опрос","Государство и общество","Существительные"
"minority","[maɪˈnɒrɪti]",,,,,"меньшинство","Государство и общество","Существительные"
"majority","[məˈʤɒrɪti]",,,,,"большинство","Государство и общество","Существительные"
"union","[ˈjuːnjən]",,,,,"союз, профсоюз","Государство и общество","Существительные"
"regulation","[ˌrɛgjʊˈleɪʃən]",,,,,"регулирование, правила","Государство и общество","Существительные"
"politician","[ˌpɒlɪˈtɪʃən]",,,,,"политик","Государство и общество","Существительные"
"governor","[ˈgʌvənə]",,,,,"губернатор","Государство и общество","Существительные"
"rating","[ˈreɪtɪŋ]",,,,,"рейтинг","Государство и общество","Существительные"
"regime","[reɪˈʒiːm]",,,,,"режим (правления)","Государство и общество","Существительные"
"opposition","[ˌɒpəˈzɪʃən]",,,,,"оппозиция","Государство и общество","Существительные"
"minister","[ˈmɪnɪstə]",,,,,"министр","Государство и общество","Существительные"
"intervention","[ˌɪntə(ː)ˈvɛnʃən]",,,,,"вмешательство","Государство и общество","Существительные"
"coalition","[ˌkəʊəˈlɪʃən]",,,,,"коалиция","Государство и общество","Существительные"
"independence","[ˌɪndɪˈpɛndəns]",,,,,"независимость","Государство и общество","Существительные"
"king","[kɪŋ]",,,,,"король","Государство и общество","Существительные"
"convention","[kənˈvɛnʃən]",,,,,"съезд","Государство и общество","Существительные"
"revolution","[ˌrɛvəˈluːʃən]",,,,,"революция","Государство и общество","Существительные"
"senator","[ˈsɛnətə]",,,,,"сенатор","Государство и общество","Существительные"
"founder","[ˈfaʊndə]",,,,,"основатель","Государство и общество","Существительные"
"council","[ˈkaʊns(ə)l]",,,,,"совет (совещание)","Государство и общество","Существительные"
"activist","[ˈæktɪvɪst]",,,,,"активист","Государство и общество","Существительные"
"people","[ˈpiːpl]",,,,,"люди (народ)","Государство и общество","Существительные"
"state","[steɪt]",,,,,"государство, штат","Государство и общество","Существительные"
"group","[gruːp]",,,,,"группа","Государство и общество","Существительные"
"country","[ˈkʌntri]",,,,,"страна, сельская местность","Государство и общество","Существительные"
"nation","[ˈneɪʃən]",,,,,"нация, народ, страна","Государство и общество","Существительные"
"society","[səˈsaɪəti]",,,,,"общество","Государство и общество","Существительные"
"land","[lænd]",,,,,"земля (территория), страна","Государство и общество","Существительные"
"population","[ˌpɒpjʊˈleɪʃən]",,,,,"население","Государство и общество","Существительные"
"region","[ˈriːʤən]",,,,,"регион","Государство и общество","Существительные"
"public","[ˈpʌblɪk]",,,,,"общественность","Государство и общество","Существительные"
"status","[ˈsteɪtəs]",,,,,"статус","Государство и общество","Существительные"
"farm","[fɑːm]",,,,,"ферма","Государство и общество","Существительные"
"folk","[fəʊk]",,,,,"народ","Государство и общество","Существительные"
"border","[ˈbɔːdə]",,,,,"граница","Государство и общество","Существительные"
"map","[mæp]",,,,,"карта","Государство и общество","Существительные"
"holiday","[ˈhɒlədeɪ]",,,,,"праздник","Государство и общество","Существительные"
"immigrant","[ˈɪmɪgrənt]",,,,,"иммигрант","Государство и общество","Существительные"
"territory","[ˈtɛrɪtəri]",,,,,"территория","Государство и общество","Существительные"
"volunteer","[ˌvɒlənˈtɪə]",,,,,"доброволец","Государство и общество","Существительные"
"symbol","[ˈsɪmbəl]",,,,,"символ","Государство и общество","Существительные"
"immigration","[ˌɪmɪˈgreɪʃən]",,,,,"иммиграция","Государство и общество","Существительные"
"supporter","[səˈpɔːtə]",,,,,"сторонник","Государство и общество","Существительные"
"strike","[straɪk]",,,,,"забастовка","Государство и общество","Существительные"
"speaker","[ˈspiːkə]",,,,,"спикер (выступающий с речью)","Государство и общество","Существительные"
"refugee","[ˌrɛfju(ː)ˈʤiː]",,,,,"беженец","Государство и общество","Существительные"
"cabinet","[ˈkæbɪnɪt] ",,,,,"кабинет министров","Государство и общество","Существительные"
"spokesman","[ˈspəʊksmən]",,,,,"докладчик, оратор","Государство и общество","Существительные"
"slave","[sleɪv]",,,,,"раб","Государство и общество","Существительные"
"terror","[ˈtɛrə]",,,,,"террор, ужас","Государство и общество","Существительные"
"elite","[eɪˈliːt]",,,,,"элита","Государство и общество","Существительные"
"conservative","[kənˈsɜːvətɪv]",,,,,"консерватор","Государство и общество","Существительные"
"protest","[ˈprəʊtɛst]",,,,,"протест","Государство и общество","Существительные"
"shelter","[ˈʃɛltə]",,,,,"приют","Государство и общество","Существительные"
"tribe","[traɪb]",,,,,"племя","Государство и общество","Существительные"
"ally","[ˈælaɪ]",,,,,"союзник","Армия","Существительные"
"army","[ˈɑːmi]",,,,,"армия","Армия","Существительные"
"military","[ˈmɪlɪtəri]",,,,,"вооруженные силы, военные","Армия","Существительные"
"enemy","[ˈɛnɪmi]",,,,,"враг","Армия","Существительные"
"combat","[ˈkɒmbæt]",,,,,"сражение","Армия","Существительные"
"strategy","[ˈstrætɪʤi]",,,,,"стратегия","Армия","Существительные"
"tactics","[ˈtæktɪks]",,,,,"тактика","Армия","Существительные"
"soldier","[ˈsəʊlʤə]",,,,,"солдат","Армия","Существительные"
"officer","[ˈɒfɪsə]",,,,,"офицер, должностное лицо","Армия","Существительные"
"troops","[truːps]",,,,,"войска (пехота)","Армия","Существительные"
"victory","[ˈvɪktəri]",,,,,"победа","Армия","Существительные"
"defeat","[dɪˈfiːt]",,,,,"поражение","Армия","Существительные"
"hero","[ˈhɪərəʊ]",,,,,"герой","Армия","Существительные"
"commander","[kəˈmɑːndə]",,,,,"командир","Армия","Существительные"
"flag","[flæg]",,,,,"флаг","Армия","Существительные"
"banner","[ˈbænə]",,,,,"знамя","Армия","Существительные"
"rank","[ræŋk]",,,,,"звание","Армия","Существительные"
"war","[wɔː]",,,,,"война","Армия","Существительные"
"battle","[ˈbætl]",,,,,"битва","Армия","Существительные"
"shot","[ʃɒt]",,,,,"выстрел","Армия","Существительные"
"fight","[faɪt]",,,,,"борьба (драка)","Армия","Существительные"
"bomb","[bɒm]",,,,,"бомба","Армия","Существительные"
"bullet","[ˈbʊlɪt]",,,,,"пуля","Армия","Существительные"
"shell","[ʃɛl]",,,,,"снаряд","Армия","Существительные"
"missile","['mɪsaɪl]",,,,,"ракета, реактивный снаряд","Армия","Существительные"
"ammunition","[ˌæmjə'nɪʃ(ə)n]",,ammo,['æməu],,"боеприпасы","Армия","Существительные"
"shooting","[ˈʃuːtɪŋ]",,,,,"стрельба","Армия","Существительные"
"casualty","['kæʒjuəltɪ]",,,,,"жертва","Армия","Существительные"
"weapon","[ˈwɛpən]",,,,,"оружие","Армия","Существительные"
"gun","gʌn]",,,,,"пистолет, оружие","Армия","Существительные"
"machine gun","[məˈʃiːn gʌn]",,,,,"пулемет","Армия","Существительные"
"rifle","[ˈraɪfl]",,,,,"винтовка","Армия","Существительные"
"armor","[ˈɑːmə]",,,,,"броня","Армия","Существительные"
"attack","[əˈtæk]",,,,,"атака","Армия","Существительные"
"general","[ˈʤɛnərəl]",,,,,"генерал","Армия","Существительные"
"division","[dɪˈvɪʒən]",,,,,"дивизия (подразделение)","Армия","Существительные"
"unit","[ˈjuːnɪt]",,,,,"войсковая единица","Армия","Существительные"
"price","[praɪs]",,,,,"цена","Экономика, бизнес","Существительные"
"tax","[tæks]",,,,,"налог","Экономика, бизнес","Существительные"
"cost","[kɒst]",,,,,"стоимость","Экономика, бизнес","Существительные"
"product","[ˈprɒdʌkt]",,,,,"продукт (товар)","Экономика, бизнес","Существительные"
"organization","[ˌɔːgənaɪˈzeɪʃən]",,,,,"организация","Экономика, бизнес","Существительные"
"economy","[i(ː)ˈkɒnəmi]",,,,,"экономика","Экономика, бизнес","Существительные"
"bank","[bæŋk]",,,,,"банк","Экономика, бизнес","Существительные"
"agency","[ˈeɪʤənsi]",,,,,"агентство","Экономика, бизнес","Существительные"
"store","[stɔː]",,,,,"магазин (склад)","Экономика, бизнес","Существительные"
"fund","[fʌnd]",,,,,"фонд","Экономика, бизнес","Существительные"
"stock","[stɒk]",,,,,"акция","Экономика, бизнес","Существительные"
"loss","[lɒs]",,,,,"ущерб","Экономика, бизнес","Существительные"
"trade","[treɪd]",,,,,"торговля","Экономика, бизнес","Существительные"
"deal","[diːl]",,,,,"сделка","Экономика, бизнес","Существительные"
"bill","[bɪl]",,,,,"счет (напр. в ресторане)","Экономика, бизнес","Существительные"
"benefit","[ˈbɛnɪfɪt]",,,,,"выгода","Экономика, бизнес","Существительные"
"firm","[fɜːm]",,,,,"фирма","Экономика, бизнес","Существительные"
"management","[ˈmænɪʤmənt]",,,,,"управление (руководящий состав)","Экономика, бизнес","Существительные"
"charge","[ʧɑːʤ]",,,,,"плата (цена)","Экономика, бизнес","Существительные"
"property","[ˈprɒpəti]",,,,,"собственность","Экономика, бизнес","Существительные"
"base","[beɪs]",,,,,"база, основание","Экономика, бизнес","Существительные"
"owner","[ˈəʊnə]",,,,,"владелец","Экономика, бизнес","Существительные"
"investment","[ɪnˈvɛstmənt]",,,,,"инвестиции","Экономика, бизнес","Существительные"
"consumer","[kənˈsjuːmə]",,,,,"потребитель","Экономика, бизнес","Существительные"
"budget","[ˈbʌʤɪt]",,,,,"бюджет","Экономика, бизнес","Существительные"
"agreement","[əˈgriːmənt]",,,,,"соглашение","Экономика, бизнес","Существительные"
"capital","[ˈkæpɪtl]",,,,,"капитал","Экономика, бизнес","Существительные"
"account","[əˈkaʊnt]",,,,,"счет (в банке)","Экономика, бизнес","Существительные"
"credit","[ˈkrɛdɪt]",,,,,"кредит","Экономика, бизнес","Существительные"
"income","[ˈɪnkʌm]",,,,,"доход","Экономика, бизнес","Существительные"
"insurance","[ɪnˈʃʊərəns]",,,,,"страхование","Экономика, бизнес","Существительные"
"sales","[seɪlz]",,,,,"продажи","Экономика, бизнес","Существительные"
"contract","[ˈkɒntrækt]",,,,,"контракт","Экономика, бизнес","Существительные"
"demand","[dɪˈmɑːnd]",,,,,"спрос (требование)","Экономика, бизнес","Существительные"
"share","[ʃeə]",,,,,"доля, акция","Экономика, бизнес","Существительные"
"competition","[ˌkɒmpɪˈtɪʃən]",,,,,"конкуренция","Экономика, бизнес","Существительные"
"claim","[kleɪm]",,,,,"претензия, заявление","Экономика, бизнес","Существительные"
"supply","[səˈplaɪ]",econom.,,,,"предложение (эконом.)","Экономика, бизнес","Существительные"
"supply","[səˈplaɪ]",provision,,,,"обеспечение (материальное)","Экономика, бизнес","Существительные"
"market","[ˈmɑːkɪt]",,,,,"рынок","Экономика, бизнес","Существительные"
"assessment","[əˈsɛsmənt]",,,,,"оценка","Экономика, бизнес","Существительные"
"revenue","[ˈrɛvɪnjuː]",,,,,"доход","Экономика, бизнес","Существительные"
"loan","[ləʊn]",,,,,"кредит (заем)","Экономика, бизнес","Существительные"
"investor","[ɪnˈvɛstə]",,,,,"инвестор","Экономика, бизнес","Существительные"
"profit","[ˈprɒfɪt]",,,,,"прибыль","Экономика, бизнес","Существительные"
"cash","[kæʃ]",,,,,"наличные","Экономика, бизнес","Существительные"
"advertisement","[ədˈvɜːtɪsmənt]",,AD,[æd],,"реклама (объявление)","Экономика, бизнес","Существительные"
"real estate","[rɪəl ɪsˈteɪt]",,,,,"недвижимость","Экономика, бизнес","Существительные"
"branch","[brɑːnʧ]",,,,,"филиал","Экономика, бизнес","Существительные"
"fee","[fiː]",,,,,"плата (вознаграждение)","Экономика, бизнес","Существительные"
"division","[dɪˈvɪʒən]",,,,,"подразделение (административное/политическое)","Экономика, бизнес","Существительные"
"debt","[dɛt]",,,,,"долг","Экономика, бизнес","Существительные"
"check","[ʧɛk]",,,,,"чек","Экономика, бизнес","Существительные"
"check","[ʧɛk]",,,,,"проверка","Экономика, бизнес","Существительные"
"welfare","[ˈwɛlfeə]",,,,,"пособие по безработице","Экономика, бизнес","Существительные"
"representative","[ˌrɛprɪˈzɛntətɪv]",,,,,"представитель","Экономика, бизнес","Существительные"
"association","[əˌsəʊsɪˈeɪʃ(ə)n]",,,,,"ассоциация","Экономика, бизнес","Существительные"
"asset","[ˈæsɛt]",,,,,"актив (вклад)","Экономика, бизнес","Существительные"
"payment","[ˈpeɪmənt]",,,,,"оплата","Экономика, бизнес","Существительные"
"expense","[ɪksˈpɛns]",,,,,"расход","Экономика, бизнес","Существительные"
"funding","[ˈfʌndɪŋ]",,,,,"финансирование","Экономика, бизнес","Существительные"
"savings","[ˈseɪvɪŋz]",,,,,"сбережения","Экономика, бизнес","Существительные"
"gain","[geɪn]",,,,,"прибыль","Экономика, бизнес","Существительные"
"sale","[seɪl]",,,,,"продажа (распродажа)","Экономика, бизнес","Существительные"
"foundation","[faʊnˈdeɪʃən]",,,,,"основание (создание чего-то)","Экономика, бизнес","Существительные"
"goods","[gʊdz]",,,,,"товары","Экономика, бизнес","Существительные"
"marketing","[ˈmɑːkɪtɪŋ]",,,,,"маркетинг","Экономика, бизнес","Существительные"
"poverty","[ˈpɒvəti]",,,,,"бедность","Экономика, бизнес","Существительные"
"spendings","[ˈspɛndɪŋz]",,,,,"расходы","Экономика, бизнес","Существительные"
"evaluation","[ɪˌvæljʊˈeɪʃən]",,,,,"оценка","Экономика, бизнес","Существительные"
"commission","[kəˈmɪʃən]",,,,,"комиссия","Экономика, бизнес","Существительные"
"deficit","[ˈdɛfɪsɪt]",,,,,"дефицит","Экономика, бизнес","Существительные"
"estimate","[ˈɛstɪmɪt]",,,,,"оценка","Экономика, бизнес","Существительные"
"enterprise","[ˈɛntəpraɪz]",,,,,"предприятие","Экономика, бизнес","Существительные"
"employment","[ɪmˈplɔɪmənt]",,,,,"трудовая занятость","Экономика, бизнес","Существительные"
"wealth","[wɛlθ]",,,,,"богатство","Экономика, бизнес","Существительные"
"brand","[brænd]",,,,,"бренд","Экономика, бизнес","Существительные"
"stake","[steɪk]",,,,,"акция","Экономика, бизнес","Существительные"
"corporation","[ˌkɔːpəˈreɪʃən]",,,,,"корпорация","Экономика, бизнес","Существительные"
"provision","[prəˈvɪʒən]",,,,,"снабжение, обеспечение","Экономика, бизнес","Существительные"
"fortune","[ˈfɔːʧən]",,,,,"состояние (денежн.)","Экономика, бизнес","Существительные"
"shopping","[ˈʃɒpɪŋ]",,,,,"покупка товаров","Экономика, бизнес","Существительные"
"finance","[faɪˈnæns]",,,,,"финансы","Экономика, бизнес","Существительные"
"transfer","[ˈtrænsfə(ː)]",,,,,"передача, перевод (напр. денежный)","Экономика, бизнес","Существительные"
"treaty","[ˈtriːti]",,,,,"договор (между странами), переговоры","Экономика, бизнес","Существительные"
"licence","[ˈlaɪsəns]",UK,license,,US,"лицензия","Экономика, бизнес","Существительные"
"establishment","[ɪsˈtæblɪʃmənt]",,,,,"основание (создание чего-то)","Экономика, бизнес","Существительные"
"partnership","[ˈpɑːtnəʃɪp]",,,,,"партнерство","Экономика, бизнес","Существительные"
"buyer","[ˈbaɪə]",,,,,"покупатель","Экономика, бизнес","Существительные"
"stability","[stəˈbɪlɪti]",,,,,"стабильность","Экономика, бизнес","Существительные"
"customer","[ˈkʌstəmə]",,,,,"клиент, покупатель","Экономика, бизнес","Существительные"
"client","[ˈklaɪənt]",,,,,"клиент","Экономика, бизнес","Существительные"
"package","[ˈpækɪʤ]",,,,,"посылка","Экономика, бизнес","Существительные"
"business","[ˈbɪznɪs]",,,,,"бизнес","Экономика, бизнес","Существительные"
"resource","[rɪˈsɔːs]",,,,,"ресурс","Промышленность","Существительные"
"oil","[ɔɪl]",,,,,"нефть","Промышленность","Существительные"
"gas","[gæs]",,,,,"газ (бензин)","Промышленность","Существительные"
"industry","[ˈɪndəstri]",,,,,"промышленность","Промышленность","Существительные"
"technology","[tɛkˈnɒləʤi]",,,,,"технология","Промышленность","Существительные"
"energy","[ˈɛnəʤi]",,,,,"энергия","Промышленность","Существительные"
"plant","[plɑːnt] ",,,,,"завод","Промышленность","Существительные"
"machine","[məˈʃiːn]",,,,,"машина (напр.станок)","Промышленность","Существительные"
"facility","[fəˈsɪlɪti]",,,,,"промышленное здание","Промышленность","Существительные"
"equipment","[ɪˈkwɪpmənt]",,,,,"оборудование","Промышленность","Существительные"
"manufacturer","[ˌmænjʊˈfækʧərə]",,,,,"производитель","Промышленность","Существительные"
"mine","[maɪn]",,,,,"шахта","Промышленность","Существительные"
"factory","[ˈfæktəri]",,,,,"фабрика","Промышленность","Существительные"
"engineering","[ˌɛnʤɪˈnɪərɪŋ]",,,,,"инженерия","Промышленность","Существительные"
"storage","[ˈstɔːrɪʤ]",,,,,"хранилище, хранение","Промышленность","Существительные"
"production","[prəˈdʌkʃən]",,,,,"производство","Промышленность","Существительные"
"silver","[ˈsɪlvə]",,,,,"серебро","Промышленность","Существительные"
"gold","[gəʊld]",,,,,"золото","Промышленность","Существительные"
"crop","[krɒp]",,,,,"урожай","Промышленность","Существительные"
"maker","[ˈmeɪkə]",,,,,"производитель","Промышленность","Существительные"
"waste","[weɪst]",,,,,"отходы","Промышленность","Существительные"
"case","[keɪs]",,,,,"дело (случай)","Работа, карьера","Существительные"
"company","[ˈkʌmpəni]",,,,,"компания","Работа, карьера","Существительные"
"work","[wɜːk]",,,,,"работа","Работа, карьера","Существительные"
"money","[ˈmʌni]",,,,,"деньги","Работа, карьера","Существительные"
"job","[ʤɒb]",,,,,"работа","Работа, карьера","Существительные"
"service","[ˈsɜːvɪs]",,,,,"услуга (обслуживание)","Работа, карьера","Существительные"
