"text","transcription",lang,text2,transcription2,lang2,"translation","category","partOfSpeech"
"maintain","[meɪnˈteɪn]",,,,,"поддерживать","Работа, сотрудничество","Глаголы"
"major","[ˈmeɪʤə]",,,,,"специальность (в учебе)","Учеба","Существительные"
"major","[ˈmeɪʤə]",,,,,"основной, более важный, крупный","Важность, вероятность","Прилагательные"
"majority","[məˈʤɒrɪti]",,,,,"большинство","Математика","Существительные"
"majority","[məˈʤɒrɪti]",,,,,"большинство","Государство и общество","Существительные"
"make","[meɪk]",,,,,"делать","Работа, сотрудничество","Глаголы"
"make money","[meɪk ˈmʌni]",,,,,"зарабатывать","Экономика, бизнес","Глаголы"
"maker","[ˈmeɪkə]",,,,,"производитель","Промышленность","Существительные"
"male","[meɪl]",biol.,,,,"самец","Животные, растения","Существительные"
"male","[meɪl]",person,,,,"мужчина","Человек: личность","Существительные"
"male","[meɪl]",,,,,"мужской","Человек","Прилагательные"
"man","[mæn]",,,,,"человек (мужчина)","Человек: жизнь","Существительные"
"manage","[ˈmænɪʤ]",,,,,"управлять","Работа, сотрудничество","Глаголы"
"management","[ˈmænɪʤmənt]",,,,,"управление (руководящий состав)","Экономика, бизнес","Существительные"
"manager","[ˈmænɪʤə]",,,,,"менеджер","Профессии, должности","Существительные"
"manner","[ˈmænə]",in that manner,,,,"способ выполнения действия","Работа, карьера","Существительные"
"manufacturer","[ˌmænjʊˈfækʧərə]",,,,,"производитель","Промышленность","Существительные"
"map","[mæp]",,,,,"карта","Государство и общество","Существительные"
"March","[mɑːʧ]",,,,,"март","Время","Существительные"
"mark","[mɑːk]",US,grade,[greɪd],UK,"оценка, отметка","Учеба","Существительные"
"market","[ˈmɑːkɪt]",,,,,"рекламировать","Экономика, бизнес","Глаголы"
"market","[ˈmɑːkɪt]",,,,,"рынок","Экономика, бизнес","Существительные"
"marketing","[ˈmɑːkɪtɪŋ]",,,,,"маркетинг","Экономика, бизнес","Существительные"
"marriage","[ˈmærɪʤ]",,,,,"женитьба","Семья","Существительные"
"married","[ˈmærɪd]",,,,,"женатый (замужняя)","Человек","Прилагательные"
"marry","[ˈmæri]",,get married,,,"жениться","Человек","Глаголы"
"mass","[mæs]",,,,,"масса","Физические явления, характеристики","Существительные"
"mass","[mæs]",,,,,"массовый","Физические качества","Прилагательные"
"massive","[ˈmæsɪv]",,,,,"массивный, массовый","Размер, форма","Прилагательные"
"master","[ˈmɑːstə]",,,,,"мастер (капитан корабля)","Профессии, должности","Существительные"
"match","[mæʧ]",,,,,"матч","Спорт","Существительные"
"match","[mæʧ]",,,,,"спичка","Дом, быт","Существительные"
"material","[məˈtɪərɪəl]",,,,,"материал","Материалы","Существительные"
"matter","[ˈmætə]",It doesn't matter,,,,"иметь значение","Общение","Глаголы"
"matter","[ˈmætə]",,,,,"дело (вопрос)","Логика","Существительные"
"May","[meɪ]",,,,,"май","Время","Существительные"
"maybe","[ˈmeɪbiː]",,,,,"может быть","Вводные и соединительные слова","Наречия"
"mayor","[meə]",,,,,"мэр","Город","Существительные"
"meal","[miːl]",,,,,"еда (блюдо)","Еда","Существительные"
"mean","[miːn]",,,,,"подлый (злой)","Человек","Прилагательные"
"mean","[miːn]",,,,,"значить","Чувства, мышление, восприятие","Глаголы"
"mean","[miːn]",,,,,"иметь в виду","Общение","Глаголы"
"meaning","[ˈmiːnɪŋ]",,,,,"значение","Мышление","Существительные"
"meanwhile","[ˈmiːnˈwaɪl]",,,,,"тем временем","Наречия времени","Наречия"
"measure","[ˈmɛʒə]",,,,,"измерять","Работа, сотрудничество","Глаголы"
"meat","[miːt]",,,,,"мясо","Еда","Существительные"
"mechanism","[ˈmɛkənɪzm]",,,,,"механизм","Техника","Существительные"
"medical","[ˈmɛdɪkəl]",,,,,"медицинский","Наука, искусство","Прилагательные"
"medicine","[ˈmɛdsɪn]",,,,,"медицина, лекарство","Медицина","Существительные"
"meet","[miːt]",,,,,"встречать","Общение","Глаголы"
"meeting","[ˈmiːtɪŋ]",,,,,"встреча","Работа, карьера","Существительные"
"member","[ˈmɛmbə]",,,,,"член","Государство и общество","Существительные"
"memory","[ˈmɛməri]",,,,,"память","Мышление","Существительные"
"mention","[ˈmɛnʃən]",,,,,"упоминать","Общение","Глаголы"
"merely","[ˈmɪəli]",,,,,"просто","Образа действия","Наречия"
"message","[ˈmɛsɪʤ]",,,,,"сообщение","Информационные технологии","Существительные"
"metal","[ˈmɛtl]",,,,,"металл","Материалы","Существительные"
"meter","[ˈmiːtə]",,,,,"метр","Физические явления, характеристики","Существительные"
"method","[ˈmɛθəd]",,,,,"метод","Наука","Существительные"
"middle","[ˈmɪdl]",,,,,"середина","Пространство","Существительные"
"middle","[ˈmɪdl]",,,,,"средний","Пространство и природа","Прилагательные"
"mile","[maɪl]",,,,,"миля","Физические явления, характеристики","Существительные"
"military","[ˈmɪlɪtəri]",,,,,"вооруженные силы, военные","Армия","Существительные"
"military","[ˈmɪlɪtəri]",,,,,"военный","Государство и общество","Прилагательные"
"milk","[mɪlk]",,,,,"молоко","Еда","Существительные"
"mind","[maɪnd]",,,,,"разум, сознание","Мышление","Существительные"
"mine","[maɪn]",,,,,"шахта","Промышленность","Существительные"
"minister","[ˈmɪnɪstə]",,,,,"министр","Государство и общество","Существительные"
"minor","[ˈmaɪnə]",,,,,"незначительный, младший","Важность, вероятность","Прилагательные"
"minority","[maɪˈnɒrɪti]",,,,,"меньшинство","Математика","Существительные"
"minority","[maɪˈnɒrɪti]",,,,,"меньшинство","Государство и общество","Существительные"
"minus","[ˈmaɪnəs]",,,,,"минус","Математика","Существительные"
"minute","[ˈmɪnɪt]",,,,,"минута","Время","Существительные"
"mirror","[ˈmɪrə]",,,,,"зеркало","Дом, быт","Существительные"
"misdemeanor","[ˌmɪsdɪˈmiːnə]",,,,,"мелкое преступление","Закон","Существительные"
"miss","[mɪs]",someone,,,,"скучать","Чувства, мышление, восприятие","Глаголы"
"miss","[mɪs]",,,,,"упускать","Чувства, мышление, восприятие","Глаголы"
"missile","['mɪsaɪl]",,,,,"ракета, реактивный снаряд","Армия","Существительные"
"mission","[ˈmɪʃən]",,,,,"миссия","Работа, карьера","Существительные"
"mistake","[mɪsˈteɪk]",,,,,"ошибка","Логика","Существительные"
"mix","[mɪks]",,,,,"перемешивать","Физические действия (человека)","Глаголы"
"mix","[mɪks]",,,,,"смесь","Материалы","Существительные"
"mixture","[ˈmɪksʧə]",,,,,"смесь","Материалы","Существительные"
"mode","[məʊd]",,,,,"режим (работы чего-то)","Техника","Существительные"
"model","[ˈmɒdl]",,,,,"модель","Техника","Существительные"
"modern","[ˈmɒdən]",,,,,"современный","Время","Прилагательные"
"mom","[mɒm]",US,mum,[mʌm],UK,"мама","Семья","Существительные"
"moment","[ˈməʊmənt]",,,,,"момент","Время","Существительные"
"Monday","[ˈmʌndeɪ]",,,,,"понедельник","Время","Существительные"
"money","[ˈmʌni]",,,,,"деньги","Работа, карьера","Существительные"
"monitor","[ˈmɒnɪtə]",,,,,"наблюдать","Работа, сотрудничество","Глаголы"
"month","[mʌnθ]",,,,,"месяц","Время","Существительные"
"mood","[muːd]",,,,,"настроение","Психология, чувства","Существительные"
"moon","[muːn]",,,,,"луна","Мир, природа","Существительные"
"moral","[ˈmɒrəl]",,,,,"моральный","Мораль, поведение","Прилагательные"
"more","[mɔː]",,,,,"больше","Количества","Наречия"
"moreover","[mɔːˈrəʊvə]",,,,,"более того","Вводные и соединительные слова","Наречия"
"morning","[ˈmɔːnɪŋ]",,,,,"утро","Время","Существительные"
"most","[məʊst]",,,,,"наиболее","Меры, степени","Наречия"
"mostly","[ˈməʊstli]",,,,,"в основном","Образа действия","Наречия"
"mother","[ˈmʌðə]",,,,,"мать","Семья","Существительные"
"motion","[ˈməʊʃən]",,,,,"движение","Пространство","Существительные"
"mountain","[ˈmaʊntɪn]",,,,,"гора","Мир, природа","Существительные"
"mouse","[maʊs]",,,,,"мышь","Животные, растения","Существительные"
"mouth","[maʊθ]",,,,,"рот","Человек: анатомия","Существительные"
"move","[muːv]",,,,,"двигать","Движение","Глаголы"
"move","[muːv]",,,,,"ход, движение","Пространство","Существительные"
"movement","[ˈmuːvmənt]",,,,,"движение","Пространство","Существительные"
"movie","[ˈmuːvi]",,,,,"фильм","Кино, театр, музыка","Существительные"
"much","[mʌʧ]",,,,,"много","Количества","Наречия"
"multiple","[ˈmʌltɪpl]",,,,,"многочисленные","Разнообразие","Прилагательные"
"multiplication","[ˌmʌltɪplɪˈkeɪʃən]",,,,,"умножение","Математика","Существительные"
"murder","[ˈmɜːdə]",,,,,"убивать","Закон","Глаголы"
"murder","[ˈmɜːdə]",,,,,"убийство","Закон","Существительные"
"muscle","[ˈmʌsl]",,,,,"мышца","Человек: анатомия","Существительные"
"museum","[mju(ː)ˈzɪəm]",,,,,"музей","Город","Существительные"
"music","[ˈmjuːzɪk]",,,,,"музыка","Кино, театр, музыка","Существительные"
"musical","[ˈmjuːzɪkəl]",,,,,"музыкальный","Наука, искусство","Прилагательные"
"musical","[ˈmjuːzɪkəl]",,,,,"музыкальный","Наука, искусство","Прилагательные"
"musician","[mju(ː)ˈzɪʃən]",,,,,"музыкант","Кино, театр, музыка","Существительные"
"muslim","[ˈmʊslɪm]",,,,,"мусульманин","Религия","Существительные"
"mutual","[ˈmjuːtjʊəl]",,,,,"взаимный","Государство и общество","Прилагательные"
"mystery","[ˈmɪstəri]",,,,,"тайна, мистика","Литература","Существительные"
"name","[neɪm]",,,,,"называть","Общение","Глаголы"
"name","[neɪm]",,first name,[fɜːst neɪm],,"имя","Человек: личность","Существительные"
"narrow","[ˈnærəʊ]",,,,,"узкий","Размер, форма","Прилагательные"
"nation","[ˈneɪʃən]",,,,,"нация, народ, страна","Государство и общество","Существительные"
"national","[ˈnæʃənl]",,,,,"национальный, государственный","Государство и общество","Прилагательные"
"native","[ˈneɪtɪv]",,,,,"родной (язык), коренной (житель)","Человек","Прилагательные"
"natural","[ˈnæʧrəl]",,,,,"природный (естественный)","Пространство и природа","Прилагательные"
"naturally","[ˈnæʧrəli]",,,,,"естественно","Образа действия","Наречия"
"nature","[ˈneɪʧə]",,,,,"природа","Мир, природа","Существительные"
"nearby","[ˈnɪəbaɪ]",,,,,"находящийся поблизости","Пространство и природа","Прилагательные"
"nearly","[ˈnɪəli]",,,,,"почти","Образа действия","Наречия"
"necessarily","[ˈnɛsɪsərɪli]",,,,,"обязательно","Образа действия","Наречия"
"necessary","[ˈnɛsɪsəri]",,,,,"необходимый","Важность, вероятность","Прилагательные"
"neck","[nɛk]",,,,,"шея","Человек: анатомия","Существительные"
"need","[niːd]",,,,,"нуждаться","Чувства, мышление, восприятие","Глаголы"
"negative","[ˈnɛgətɪv]",,,,,"отрицательный (негативный)","Мораль, поведение","Прилагательные"
"negotiate","[nɪˈgəʊʃɪeɪt]",,,,,"вести переговоры","Общение","Глаголы"
"negotiation","[nɪˌgəʊʃɪˈeɪʃən]",,,,,"переговоры","Общение","Существительные"
"neighbor","[ˈneɪbə]",,,,,"сосед","Взаимоотношения","Существительные"
"neighborhood","[ˈneɪbəhʊd]",,,,,"район (окрестность)","Город","Существительные"
"nephew","[ˈnɛvju(ː)]",,,,,"племянник","Семья","Существительные"
"nervous","[ˈnɜːvəs]",,,,,"нервный","Человек","Прилагательные"
"net","[nɛt]",,,,,"сеть","Информационные технологии","Существительные"
"network","[ˈnɛtwɜːk]",,,,,"компьютерная сеть","Информационные технологии","Существительные"
"never","[ˈnɛvə]",,,,,"никогда","Наречия времени","Наречия"
"nevertheless","[ˌnɛvəðəˈlɛs]",,,,,"тем не менее","Вводные и соединительные слова","Наречия"
"new","[njuː]",,,,,"новый","Качество","Прилагательные"
"newly","[ˈnjuːli]",,,,,"вновь, только что","Наречия времени","Наречия"
"next","[nɛkst]",,,,,"следующий","Время","Прилагательные"
"nice","[naɪs]",,,,,"хороший, милый, приятный","Мораль, поведение","Прилагательные"
"niece","[niːs]",,,,,"племянница","Семья","Существительные"
"night","[naɪt]",,,,,"ночь (вечер)","Время","Существительные"
"nod","[nɒd]",,,,,"кивать","Физические действия (человека)","Глаголы"
"noise","[nɔɪz]",,,,,"шум","Физические явления, характеристики","Существительные"
"normal","[ˈnɔːməl]",,,,,"нормальный","Качество","Прилагательные"
"normally","[ˈnɔːməli]",,,,,"обычно","Образа действия","Наречия"
"north","[nɔːθ]",,,,,"север","Мир, природа","Существительные"
"northern","[ˈnɔːðən]",,,,,"северный","Пространство и природа","Прилагательные"
"nose","[nəʊz]",,,,,"нос","Человек: анатомия","Существительные"
"note","[nəʊt]",,,,,"замечать","Чувства, мышление, восприятие","Глаголы"
"note","[nəʊt]",,,,,"примечание, заметка, записка","Общение","Существительные"
"notice","[ˈnəʊtɪs]",,,,,"замечать","Чувства, мышление, восприятие","Глаголы"
"notion","[ˈnəʊʃən]",,,,,"идея (замечание), представление о чем-то","Логика","Существительные"
"novel","[ˈnɒvəl]",,,,,"роман","Литература","Существительные"
"November","[nəʊˈvɛmbə]",,,,,"ноябрь","Время","Существительные"
"now","[naʊ]",,,,,"сейчас","Наречия времени","Наречия"
"nowhere","[ˈnəʊweə]",,,,,"никуда","Места","Наречия"
"nuclear","[ˈnjuːklɪə]",,,,,"ядерный","Государство и общество","Прилагательные"
"number","[ˈnʌmbə]",,,,,"число","Математика","Существительные"
"numerous","[ˈnjuːmərəs]",,,,,"многочисленные","Деньги, количество","Прилагательные"
"nurse","[nɜːs]",,,,,"медсестра (сиделка)","Медицина","Существительные"
"object","[ˈɒbʤɪkt]",,,,,"объект","Наука","Существительные"
"objective","[əbˈʤɛktɪv]",,,,,"цель","Психология, чувства","Существительные"
"observation","[ˌɒbzə(ː)ˈveɪʃən]",,,,,"наблюдение","Наука","Существительные"
"observe","[əbˈzɜːv]",,,,,"наблюдать","Чувства, мышление, восприятие","Глаголы"
"observer","[əbˈzɜːvə]",,,,,"наблюдатель","Работа, карьера","Существительные"
"obtain","[əbˈteɪn]",,,,,"получать","Наличие/отсутствие, принадлежность","Глаголы"
"obvious","[ˈɒbvɪəs]",,,,,"очевидный","Государство и общество","Прилагательные"
"obviously","[ˈɒbvɪəsli]",,,,,"очевидно","Вводные и соединительные слова","Наречия"
"occasion","[əˈkeɪʒən]",,,,,"случай (возможность)","Сотрудничество","Существительные"
"occasionally","[əˈkeɪʒnəli]",,,,,"иногда","Наречия времени","Наречия"
"occupy","[ˈɒkjʊpaɪ]",,,,,"занимать","Наличие/отсутствие, принадлежность","Глаголы"
"ocean","[ˈəʊʃən]",,,,,"океан","Мир, природа","Существительные"
"October","[ɒkˈtəʊbə]",,,,,"октябрь","Время","Существительные"
"odd","[ɒd]",,,,,"странный","Качество","Прилагательные"
"odd number","[ɒd] [ˈnʌmbə]",,,,,"нечетное число","Математика","Существительные"
"of course","[əv] [kɔːs]",,,,,"конечно","Вводные и соединительные слова","Наречия"
"off","[ɒf]",off here,,,,"из, откуда-то (отсюда)","Предлоги направления","Предлоги"
"offend","[əˈfɛnd]",,,,,"оскорблять","Закон","Глаголы"
"offense","[əˈfɛns]",,,,,"правонарушение","Закон","Существительные"
"offer","[ˈɒfə]",,,,,"предлагать","Общение","Глаголы"
"offer","[ˈɒfə]",,,,,"предложение","Сотрудничество","Существительные"
"office","[ˈɒfɪs]",,,,,"офис","Работа, карьера","Существительные"
"officer","[ˈɒfɪsə]",,,,,"офицер, должностное лицо","Армия","Существительные"
"officer","[ˈɒfɪsə]",,,,,"офицер, должностное лицо","Закон","Существительные"
"official","[əˈfɪʃəl]",,,,,"официальное лицо","Государство и общество","Существительные"
"official","[əˈfɪʃəl]",,,,,"официальный","Государство и общество","Прилагательные"
"often","[ˈɒf(ə)n] [ˈɒft(ə)n]",,,,,"часто","Наречия времени","Наречия"
"oil","[ɔɪl]",,,,,"нефть","Промышленность","Существительные"
"ok","[ˈəʊˈkeɪ]",,,,,"хорошо","Образа действия","Наречия"
"old","[əʊld]",,,,,"старый","Время","Прилагательные"
"on","[ɒn]",The cat is on the roof,,,,"на (кошка на крыше)","Предлоги места","Предлоги"
"on","[ɒn]",on Monday,,,,"в какой-то день недели (в понедельник)","Предлоги времени","Предлоги"
"on behalf of","[ɒn bɪˈhɑːf ɒv]",on behalf of my boss,,,,"от имени (от имени моего босса)","Разные предлоги","Предлоги"
"once","[wʌns]",,,,,"раз (однажды)","Количества","Наречия"
"ongoing","[ˈɒŋˌgəʊɪŋ]",,,,,"продолжающийся","Время","Прилагательные"
"onion","[ˈʌnjən]",,,,,"лук","Еда","Существительные"
"online","[ˈɒnˌlaɪn]",,,,,"онлайн","Наука, искусство","Прилагательные"
"only","[ˈəʊnli]",,,,,"единственный","Разнообразие","Прилагательные"
"only","[ˈəʊnli]",,,,,"только","Количества","Наречия"
"open","[ˈəʊpən]",,,,,"открывать","Физические действия (человека)","Глаголы"
"open","[ˈəʊpən]",,,,,"открытый","Физические качества","Прилагательные"
"opening","[ˈəʊpnɪŋ]",,,,,"открытие","Город","Существительные"
"operate","[ˈɒpəreɪt]",,,,,"управлять","Работа, сотрудничество","Глаголы"
"operation","[ˌɒpəˈreɪʃən]",,,,,"операция","Работа, карьера","Существительные"
"opinion","[əˈpɪnjən]",,,,,"мнение","Мышление","Существительные"
"opponent","[əˈpəʊnənt]",,,,,"оппонент","Сотрудничество","Существительные"
"opposite","[ˈɒpəzɪt]",,,,,"противоположный","Важность, вероятность","Прилагательные"
"opposition","[ˌɒpəˈzɪʃən]",,,,,"оппозиция","Государство и общество","Существительные"
"option","[ˈɒpʃən]",,,,,"вариант (опция)","Логика","Существительные"
"or","[ɔː]",To be or not to be,,,,"или (Быть или не быть)","","Союзы"
"orange","[ˈɒrɪnʤ]",,,,,"оранжевый","Цвета","Прилагательные"
"order","[ˈɔːdə]",,,,,"приказывать, заказывать","Работа, сотрудничество","Глаголы"
"order","[ˈɔːdə]",,,,,"порядок, приказ, заказ","Работа, карьера","Существительные"
"ordinary","[ˈɔːdnri]",,,,,"обычный","Государство и общество","Прилагательные"
"organization","[ˌɔːgənaɪˈzeɪʃən]",,,,,"организация","Экономика, бизнес","Существительные"
"origin","[ˈɒrɪʤɪn]",,,,,"происхождение","Наука","Существительные"
"original","[əˈrɪʤənl]",,,,,"оригинальный","Качество","Прилагательные"
"originally","[əˈrɪʤɪnəli]",,,,,"изначально (по происхождению)","Наречия времени","Наречия"
"other","[ˈʌðə]",,,,,"другой","Разнообразие","Прилагательные"
"otherwise","[ˈʌðəwaɪz]",,,,,"в противном случае","Вводные и соединительные слова","Наречия"
"out","[aʊt]",to walk out,,,,"вне, наружу (выйти наружу)","Предлоги места","Предлоги"
"out of","[aʊt ɒv]",out of the coverage area,,,,"наружу, вне (вне зоны покрытия)","Предлоги направления","Предлоги"
"outcome","[ˈaʊtkʌm]",,,,,"итог (результат)","Работа, карьера","Существительные"
"outside","[ˌaʊtˈsaɪd]",,,,,"внешний","Пространство и природа","Прилагательные"
"outside","[ˌaʊtˈsaɪd]",,,,,"вне","Места","Наречия"
"outside","[ˌaʊtˈsaɪd]",Is there anybody outside?,,,,"снаружи (Есть кто-нибудь снаружи?)","Предлоги места","Предлоги"
"oven","[ˈʌvn]",,,,,"печь","Дом, быт","Существительные"
"over","[ˈəʊvə]",over the fence,,,,"через (через забор)","Предлоги направления","Предлоги"
"overcome","[ˌəʊvəˈkʌm]",,,,,"преодолевать","Борьба","Глаголы"
"own","[əʊn]",,,,,"владеть","Наличие/отсутствие, принадлежность","Глаголы"
"owner","[ˈəʊnə]",,,,,"владелец","Экономика, бизнес","Существительные"
"pace","[peɪs]",,,,,"темп","Физические явления, характеристики","Существительные"
"pack","[pæk]",,,,,"упаковывать","Физические действия (человека)","Глаголы"
"pack","[pæk]",,,,,"упаковка","Дом, быт","Существительные"
"package","[ˈpækɪʤ]",,,,,"посылка","Экономика, бизнес","Существительные"
"page","[peɪʤ]",,,,,"страница","Литература","Существительные"
"pain","[peɪn]",,,,,"боль","Медицина","Существительные"
"paint","[peɪnt]",,,,,"красить","Работа, сотрудничество","Глаголы"
"paint","[peɪnt]",,,,,"краска","Живопись, фотография","Существительные"
"painting","[ˈpeɪntɪŋ]",,,,,"живопись, картина","Живопись, фотография","Существительные"
"pair","[peə]",,,,,"пара","Математика","Существительные"
"pale","[peɪl]",,,,,"бледный","Человек","Прилагательные"
"pants","[pænts]",,trousers,[ˈtraʊzəz],,"брюки","Одежда","Существительные"
"paper","[ˈpeɪpə]",,,,,"бумага","Материалы","Существительные"
"paradise","[ˈpærədaɪs]",,,,,"рай","Религия","Существительные"
"parents","[ˈpeərənts]",,,,,"родители","Семья","Существительные"
"park","[pɑːk]",,,,,"парк","Город","Существительные"
"parking lot","[ˈpɑːkɪŋ lɒt]",US,car park,[kɑː pɑːk],UK,"парковка","Город","Существительные"
"part","[pɑːt]",,,,,"часть","Техника","Существительные"
"participant","[pɑːˈtɪsɪpənt]",,,,,"участник","Сотрудничество","Существительные"
"participation","[pɑːˌtɪsɪˈpeɪʃən]",,,,,"участие","Сотрудничество","Существительные"
"particular","[pəˈtɪkjʊlə]",,,,,"специфический (особенный)","Важность, вероятность","Прилагательные"
"particularly","[pəˈtɪkjʊləli]",,,,,"особенно","Вводные и соединительные слова","Наречия"
"particularly","[pəˈtɪkjʊləli]",,,,,"в особенности","Вводные и соединительные слова","Наречия"
"partly","[ˈpɑːtli]",,,,,"частично","Образа действия","Наречия"
"partly","[ˈpɑːtli]",,,,,"частично","Меры, степени","Наречия"
"partner","[ˈpɑːtnə]",,,,,"партнер","Сотрудничество","Существительные"
"partnership","[ˈpɑːtnəʃɪp]",,,,,"партнерство","Экономика, бизнес","Существительные"
"party","[ˈpɑːti]",,,,,"партия","Государство и общество","Существительные"
"pass","[pɑːs]",,,,,"проходить","Работа, сотрудничество","Глаголы"
"pass","[pɑːs]",,,,,"пропуск","Работа, карьера","Существительные"
"passage","[ˈpæsɪʤ]",,,,,"проезд (проход)","Пространство","Существительные"
"passenger","[ˈpæsɪnʤə]",,,,,"пассажир","Транспорт","Существительные"
"passion","[ˈpæʃən]",,,,,"страсть","Психология, чувства","Существительные"
"past","[pɑːst]",,,,,"прошлое","Время","Существительные"
"past","[pɑːst]",,,,,"прошедший","Время","Прилагательные"
"past","[pɑːst]",go past the church,,,,"мимо (пройти мимо церкви)","Предлоги направления","Предлоги"
"path","[pɑːθ]",,,,,"путь, тропа","Пространство","Существительные"
"patient","[ˈpeɪʃənt]",,,,,"пациент","Медицина","Существительные"
"pattern","[ˈpætən]",,,,,"модель, схема","Наука","Существительные"
"pause","[pɔːz]",,,,,"делать паузу","Общение","Глаголы"
"pay","[peɪ]",,,,,"оплата","Работа, карьера","Существительные"
"pay","[peɪ]",,,,,"платить","Работа, сотрудничество","Глаголы"
"payment","[ˈpeɪmənt]",,,,,"оплата","Экономика, бизнес","Существительные"
"PC","[piː-siː]",,personal computer,[ˈpɜːsnl kəmˈpjuːtə],,"персональный компьютер","Информационные технологии","Существительные"
"peace","[piːs]",,,,,"мир (мирное время)","Государство и общество","Существительные"
"peak","[piːk]",,,,,"пик","Мир, природа","Существительные"
"pen","[pɛn]",,,,,"авторучка","Живопись, фотография","Существительные"
"penalty","[ˈpɛnlti]",,,,,"карательная мера","Закон","Существительные"
"pencil","[ˈpɛnsl]",,,,,"карандаш","Живопись, фотография","Существительные"
"people","[ˈpiːpl]",,,,,"люди (народ)","Государство и общество","Существительные"
"pepper","[ˈpɛpə]",,,,,"перец","Еда","Существительные"
"perceive","[pəˈsiːv]",,,,,"воспринимать","Чувства, мышление, восприятие","Глаголы"
"percent","[pəˈsɛnt]",,,,,"процент","Математика","Существительные"
"perception","[pəˈsɛpʃən]",,,,,"восприятие","Мышление","Существительные"
"perfect","[ˈpɜːfɪkt]",,,,,"идеальный","Качество","Прилагательные"
"perfectly","[ˈpɜːfɪktli]",,,,,"отлично","Меры, степени","Наречия"
"perform","[pəˈfɔːm]",,,,,"выполнять","Работа, сотрудничество","Глаголы"
"performance","[pəˈfɔːməns]",,,,,"выступление","Кино, театр, музыка","Существительные"
"performance","[pəˈfɔːməns]",,,,,"производительность","Работа, карьера","Существительные"
"perhaps","[pəˈhæps]",,,,,"возможно","Вводные и соединительные слова","Наречия"
"period","[ˈpɪərɪəd]",,,,,"период","Время","Существительные"
"permanent","[ˈpɜːmənənt]",,,,,"постоянный","Время","Прилагательные"
"permit","[pəˈmɪt]",,,,,"разрешать","Общение","Глаголы"
"person","[ˈpɜːsn]",,,,,"человек, персона","Человек: личность","Существительные"
"personal","[ˈpɜːsnl]",,,,,"личный","Человек","Прилагательные"
"personality","[ˌpɜːsəˈnælɪti]",,,,,"личность (персоналия)","Человек: личность","Существительные"
"personally","[ˈpɜːsnəli]",,,,,"лично","Образа действия","Наречия"
"personnel","[ˌpɜːsəˈnɛl]",,,,,"персонал","Профессии, должности","Существительные"
"perspective","[pəˈspɛktɪv]",,,,,"точка зрения, взгляд","Мышление","Существительные"
"phase","[feɪz]",,,,,"фаза","Техника","Существительные"
"phenomenon","[fɪˈnɒmɪnən]",,,,,"феномен, явление","Наука","Существительные"
"philosophy","[fɪˈlɒsəfi]",,,,,"философия","Наука","Существительные"
"phone","[fəʊn]",,,,,"телефон","Информационные технологии","Существительные"
"photo","[ˈfəʊtəʊ]",,,,,"фото","Живопись, фотография","Существительные"
"photograph","[ˈfəʊtəgrɑːf]",,,,,"фотография","Живопись, фотография","Существительные"
"phrase","[freɪz]",,,,,"фраза","Общение","Существительные"
"physical","[ˈfɪzɪkəl]",,,,,"физический","Физические качества","Прилагательные"
"physician","[fɪˈzɪʃən]",,,,,"врач","Профессии, должности","Существительные"
"piano","[pɪˈænəʊ]  [ˈpjɑːnəʊ]",,,,,"пианино","Кино, театр, музыка","Существительные"
"pick","[pɪk]",,,,,"выбирать","Физические действия (человека)","Глаголы"
"picture","[ˈpɪkʧə]",,,,,"картина, фото","Живопись, фотография","Существительные"
"piece","[piːs]",of something,,,,"кусок чего-либо","Материалы","Существительные"
"pig","[pɪg]",,,,,"свинья","Животные, растения","Существительные"
"pigeon","[ˈpɪʤɪn]",,dove,[dʌv],,"голубь","Животные, растения","Существительные"
"pills","[pɪlz]",,,,,"таблетки","Медицина","Существительные"
"pilot","[ˈpaɪlət]",,,,,"пилот","Транспорт","Существительные"
"pink","[pɪŋk]",,,,,"розовый","Цвета","Прилагательные"
"place","[pleɪs]",,,,,"размещать","Физические действия (общие)","Глаголы"
"place","[pleɪs]",,,,,"место","Пространство","Существительные"
"plan","[plæn]",,,,,"планировать","Чувства, мышление, восприятие","Глаголы"
"plan","[plæn]",,,,,"план","Работа, карьера","Существительные"
"plane","[pleɪn]",,,,,"самолет","Транспорт","Существительные"
"planet","[ˈplænɪt]",,,,,"планета","Мир, природа","Существительные"
"plank","[plæŋk]",,,,,"доска","Материалы","Существительные"
"planning","[ˈplænɪŋ]",,,,,"планирование","Мышление","Существительные"
"plant","[plɑːnt]",,,,,"сажать","Физические действия (человека)","Глаголы"
"plant","[plɑːnt]",,,,,"растение","Животные, растения","Существительные"
"plant","[plɑːnt] ",,,,,"завод","Промышленность","Существительные"
"plastic","[ˈplæstɪk]",,,,,"пластик","Материалы","Существительные"
"plate","[pleɪt]",,,,,"тарелка","Еда","Существительные"
"platform","[ˈplætfɔːm]",,,,,"платформа","Техника","Существительные"
"play","[pleɪ]",,,,,"играть","Дом, быт, развлечения","Глаголы"
"play","[pleɪ]",,,,,"пьеса","Кино, театр, музыка","Существительные"
"player","[ˈpleɪə]",,,,,"игрок","Спорт","Существительные"
"pleasure","[ˈplɛʒə]",,,,,"удовольствие","Психология, чувства","Существительные"
"plot","[plɒt]",,,,,"сюжет","Литература","Существительные"
"plus","[plʌs]",,,,,"плюс","Математика","Существительные"
